0.0036483,0.000971679,0.000226391,5.40935e-05,3.20554e-05,1.90329e-05,3.50606e-05,2.20381e-05,0,0,0.00239864,0.00108538,0.000795875,0.000554959,8.86532e-05,2.55441e-05,3.7064e-05,2.25389e-05,0,0,0.00251885,0.00108037,0.000766324,0.00049786,6.16065e-05,2.45424e-05,3.65632e-05,2.25389e-05,0,0,0.00560594,3.11058e-07,1.85393e-10,8.99794e-10,5.40384e-20,4.70043e-13,3.63509e-19,Avocado,
0.00587486,0.000824481,0.000185878,4.36531e-05,3.09796e-05,3.80205e-05,2.88674e-05,1.40817e-05,0,0,0.00437235,0.00126453,0.000937134,0.000326694,4.92858e-05,4.43572e-05,2.81633e-05,1.83061e-05,0,0,0.00459555,0.00119131,0.000920236,0.00020348,4.08368e-05,4.2949e-05,2.81633e-05,1.83061e-05,0,0,0.00225623,1.21108e-07,2.33449e-11,4.48187e-11,8.63749e-22,1.30508e-14,1.16432e-21,Avocado,
0.00301785,0.00162735,0.000267863,0.000100319,3.61977e-05,4.29201e-05,4.44715e-05,3.41293e-05,0,0,0.00191124,0.00117953,0.00163097,0.000258038,6.5673e-05,4.13688e-05,4.34373e-05,4.08517e-05,0,0,0.00199398,0.00156116,0.00127571,0.000163407,5.1711e-05,3.98175e-05,4.60228e-05,3.93004e-05,0,0,0.00479846,5.67894e-08,3.82596e-10,3.80956e-09,1.59987e-18,-3.81647e-13,4.31197e-18,Avocado,
0.00466223,0.000544057,0.000168865,7.269e-05,4.02591e-05,3.57859e-05,4.47323e-05,2.29253e-05,0,0,0.0029898,0.00158856,0.000692792,0.000147058,6.20661e-05,3.57859e-05,4.47323e-05,3.07535e-05,0,0,0.0031704,0.00164279,0.000486464,0.000115745,6.59802e-05,3.52267e-05,4.52915e-05,2.96352e-05,0,0,0.00373031,1.27349e-07,2.10221e-10,1.26226e-09,5.0887e-19,4.31824e-13,-4.04768e-19,Avocado,
0.00365159,0.0010626,0.000230622,4.80675e-05,3.11927e-05,2.45451e-05,4.39766e-05,2.09656e-05,0,0,0.00243048,0.0010401,0.000834022,0.000627434,8.28397e-05,2.45451e-05,4.60221e-05,2.81246e-05,0,0,0.00253172,0.00103447,0.000832488,0.000564026,5.42038e-05,2.65905e-05,4.29539e-05,2.71019e-05,0,0,0.00515839,1.79469e-07,1.74872e-10,3.93506e-10,4.29989e-20,-1.53671e-14,9.38434e-20,Avocado,
0.00598292,0.00100965,0.000211785,3.08853e-05,1.76487e-05,5.73583e-05,2.86792e-05,1.47073e-05,0,0,0.0044666,0.0014494,0.00109863,0.000208843,2.57377e-05,4.77986e-05,3.97096e-05,1.69134e-05,0,0,0.00459823,0.0017259,0.000792722,0.000111775,2.20609e-05,5.29462e-05,3.38267e-05,1.6178e-05,0,0,0.00210521,1.00698e-07,1.01668e-11,2.1432e-11,1.0105e-22,4.97571e-15,2.9979e-22,Avocado,
0.00444859,0.00132334,0.000351038,6.50305e-05,3.21996e-05,3.59878e-05,2.778e-05,2.96741e-05,0,0,0.00295984,0.00138774,0.00139405,0.000405967,6.81873e-05,3.66191e-05,2.96741e-05,3.15682e-05,0,0,0.00314798,0.00159104,0.0012078,0.000220346,4.98778e-05,3.66191e-05,2.96741e-05,3.03055e-05,0,0,0.00274804,1.52852e-07,1.66036e-10,4.2919e-10,9.92961e-20,1.64397e-13,5.71565e-20,Avocado,
0.00585019,0.000981891,0.000243268,9.70132e-05,6.10007e-05,4.63017e-05,3.08678e-05,3.89523e-05,0,0,0.00427887,0.0010789,0.00108919,0.000612212,0.00014111,6.61453e-05,3.82173e-05,4.48318e-05,0,0,0.0044141,0.00107964,0.00117592,0.000433619,0.000109507,6.10007e-05,3.16028e-05,4.40969e-05,0,0,0.00209721,1.16564e-07,3.10335e-12,2.57422e-11,7.69637e-24,2.48607e-15,2.29955e-22,Avocado,
0.00312824,0.00158528,0.000303053,7.10607e-05,3.76204e-05,3.86654e-05,4.38904e-05,1.72427e-05,0,0,0.00190453,0.00125088,0.00158946,0.000321863,5.1728e-05,4.23229e-05,4.33679e-05,2.09002e-05,0,0,0.00198709,0.00160984,0.00132089,0.000163544,3.91879e-05,4.12779e-05,4.4413e-05,1.88102e-05,0,0,0.0045882,1.08374e-07,9.93643e-10,3.97799e-09,2.27996e-18,5.49272e-13,7.57304e-18,Avocado,
0.0050511,0.000528576,0.000152884,6.63683e-05,2.48881e-05,4.91837e-05,4.26654e-05,1.00738e-05,0,0,0.00313235,0.00167224,0.000792272,0.000168884,4.56282e-05,4.85911e-05,5.09614e-05,1.48144e-05,0,0,0.00332019,0.00173921,0.000590204,0.00012207,3.85173e-05,5.45168e-05,4.74059e-05,1.36292e-05,0,0,0.00316384,1.20366e-07,2.06472e-10,9.9585e-10,2.34617e-19,2.4117e-13,-3.85833e-19,Avocado,
